Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Comments,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-14,shorts,한국,전체,댓글 순위,66,+540,장원영 출국 심사 태도 논란된 이유..,1000,2026.06.03,,ᄁᄁtv,466,https://img.youtube.com/vi/iIsV7ts57yQ/mqdefault.jpg,iIsV7ts57yQ
일간,2026-06-14,shorts,한국,전체,댓글 순위,67,-24,월드컵 응원!😂옛날vs요즘ㅋㅋㅋㅋ,1000,2026.06.13,"#웃긴영상,#각종유머",웃교수,"235,000",https://img.youtube.com/vi/TumcRgOMIX0/mqdefault.jpg,TumcRgOMIX0
일간,2026-06-14,shorts,한국,전체,댓글 순위,68,NEW,"(속보) 잠실 생방송 중 대참사, 난리났다 발칵...",1000,2026.06.14,"#정치,#이슈",우팔롬아,"339,000",https://img.youtube.com/vi/DLvE9gjMM4o/mqdefault.jpg,DLvE9gjMM4o
일간,2026-06-14,shorts,한국,전체,댓글 순위,69,-40,왜곡보도의 종말?,1000,2026.06.13,"#전한길,#전한길뉴스",1waynews 한길뉴스,"915,000",https://img.youtube.com/vi/_DhdbZLSDmk/mqdefault.jpg,_DhdbZLSDmk
일간,2026-06-14,shorts,한국,전체,댓글 순위,70,NEW,너무 늦은 후회 | Reacts,1000,2025.09.01,"#유백합,#kkubi",유백합 kkubi99,"22,900,000",https://img.youtube.com/vi/vYwDx-zcfn0/mqdefault.jpg,vYwDx-zcfn0
일간,2026-06-14,shorts,한국,전체,댓글 순위,71,-49,allah ke 3 SABSE BADI DUSHMAN KON hai,1000,2026.05.30,,YUSUF,"297,000",https://img.youtube.com/vi/vCI55ee0Sv4/mqdefault.jpg,vCI55ee0Sv4
일간,2026-06-14,shorts,한국,전체,댓글 순위,72,-37,(속보) '재선거' 여론조사 해보니...충격 결과 발칵,1000,2026.06.12,"#정치,#이슈",우팔롬아,"339,000",https://img.youtube.com/vi/BmVntVK3n3s/mqdefault.jpg,BmVntVK3n3s
일간,2026-06-14,shorts,한국,전체,댓글 순위,73,+12,개빡친 이준석,1000,2026.06.08,"#재선거,#선관위",정치랑,"41,600",https://img.youtube.com/vi/QueptKQplps/mqdefault.jpg,QueptKQplps
일간,2026-06-14,shorts,한국,전체,댓글 순위,74,NEW,ولوالدينا_والمسلمين,1000,2026.04.30,"#اجر_لي_ولكم_,#اعتني",ايفانا•𐤀,"24,500",https://img.youtube.com/vi/CJT73cStPKA/mqdefault.jpg,CJT73cStPKA
일간,2026-06-14,shorts,한국,전체,댓글 순위,75,NEW,이재명 탁상행정에 극대노해 들이받은 초등교사,1000,2026.05.11,"#이재명,#민주당",말세네집,"196,000",https://img.youtube.com/vi/W3vYrBWxM6M/mqdefault.jpg,W3vYrBWxM6M
일간,2026-06-14,shorts,한국,전체,댓글 순위,76,NEW,올림픽공원에 등장한... 이재명 지지자,1000,2026.06.08,,HOT이슈,"127,000",https://img.youtube.com/vi/ssSqU5sG6fo/mqdefault.jpg,ssSqU5sG6fo
일간,2026-06-14,shorts,한국,전체,댓글 순위,77,-68,대구는 최저시급 안 주는게 당연해?!,1000,2026.06.12,"#추경호,#대구",명비어천,"77,800",https://img.youtube.com/vi/DYCJjnqSdHk/mqdefault.jpg,DYCJjnqSdHk
일간,2026-06-14,shorts,한국,전체,댓글 순위,78,NEW,DIA DELÍCIA,1000,2025.07.09,"#chihuahua,#trending",Yoda Jjeom,"1,440,000",https://img.youtube.com/vi/GFz77-K0yng/mqdefault.jpg,GFz77-K0yng
일간,2026-06-14,shorts,한국,전체,댓글 순위,79,NEW,시연회에서 선관위 직원 영혼까지 탈탈털어버린 박주현 변호사,1000,2026.03.11,,딱선비,"166,000",https://img.youtube.com/vi/VbRxI5MXJLE/mqdefault.jpg,VbRxI5MXJLE
일간,2026-06-14,shorts,한국,전체,댓글 순위,80,NEW,국내 도입이 시급한 편의점 스무디 파트2 🫐🍓,1000,2024.01.05,"#japan,#tokyo",게자리 Gaezari,"3,500,000",https://img.youtube.com/vi/ayPdHTJPqS0/mqdefault.jpg,ayPdHTJPqS0
일간,2026-06-14,shorts,한국,전체,댓글 순위,81,NEW,"4 Guitars, 1 Free Bird. Which is your favorite?",1000,2026.05.03,"#guitar,#guitarsolo",MOONGUITAR,"18,800",https://img.youtube.com/vi/gJBOZQRWhHs/mqdefault.jpg,gJBOZQRWhHs
일간,2026-06-14,shorts,한국,전체,댓글 순위,82,NEW,"[속보]이스라엘 나포 한국인, 좀 수상하다?",1000,2026.05.22,,전라도우회전(전우),"632,000",https://img.youtube.com/vi/j40eoVFHT20/mqdefault.jpg,j40eoVFHT20
일간,2026-06-14,shorts,한국,전체,댓글 순위,83,NEW,이재명 눈치 안보고 할 말 다 하는 카이스트 교수,1000,2026.04.20,"#이재명,#민주당",말세네집,"196,000",https://img.youtube.com/vi/zqhYGGTSbGc/mqdefault.jpg,zqhYGGTSbGc
일간,2026-06-14,shorts,한국,전체,댓글 순위,84,NEW,당신의 픽을 선택해 주세요,999,2026.06.14,#ai전광판,웃소 Wootso,"2,040,000",https://img.youtube.com/vi/DMZOUl3_Nhs/mqdefault.jpg,DMZOUl3_Nhs
일간,2026-06-14,shorts,한국,전체,댓글 순위,85,NEW,유럽이 이대통령을 위해 준비한 역대급 대우를 보고 중국언론이 난리난 이유,987,2026.06.14,"#이재명,#더불어민주당",정치한줄,"240,000",https://img.youtube.com/vi/4aKl6V34n7I/mqdefault.jpg,4aKl6V34n7I
일간,2026-06-14,shorts,한국,전체,댓글 순위,86,NEW,대통령 본인 머리만 믿다가.. 이병철 변호사의 거침없는 작심 발언!,984,2026.06.14,"#shorts,#이병철",민주데이,"70,700",https://img.youtube.com/vi/j010Ptu5YuQ/mqdefault.jpg,j010Ptu5YuQ
일간,2026-06-14,shorts,한국,전체,댓글 순위,87,NEW,한국의 수비,981,2026.06.13,,축토끼,746,https://img.youtube.com/vi/OIiChdJHFpo/mqdefault.jpg,OIiChdJHFpo
일간,2026-06-14,shorts,한국,전체,댓글 순위,88,NEW,결혼 안 한다던 꼬맹이 근황 ;;,974,2026.06.14,"#shorts,#아빠와딸",83부부,"1,120,000",https://img.youtube.com/vi/l8XlIP48530/mqdefault.jpg,l8XlIP48530
일간,2026-06-14,shorts,한국,전체,댓글 순위,89,+71,유럽 : 한국아 나토 껴줄게~,968,2026.06.13,#shorts,군림보,"1,530,000",https://img.youtube.com/vi/ccjFhuTQoCY/mqdefault.jpg,ccjFhuTQoCY
일간,2026-06-14,shorts,한국,전체,댓글 순위,90,NEW,현재 진짜로 ㅈ된 방송사 근황...ㄷㄷㄷ,963,2026.06.14,"#JTBC,#월드컵중계",잡동샤니,"5,630",https://img.youtube.com/vi/zIlNg_XkGFI/mqdefault.jpg,zIlNg_XkGFI
일간,2026-06-14,shorts,한국,전체,댓글 순위,91,NEW,올림픽 공원에서 한 시민에게 제대로 허를 찔린 이준석,960,2026.06.14,,딱선비,"166,000",https://img.youtube.com/vi/wD9rKB-ZJ2w/mqdefault.jpg,wD9rKB-ZJ2w
일간,2026-06-14,shorts,한국,전체,댓글 순위,92,NEW,오래 기다렸다 드디어 오는건가?,956,2026.06.14,"#미국,#트럼프",4050바른시사,"46,400",https://img.youtube.com/vi/Mpe6dPBRd3k/mqdefault.jpg,Mpe6dPBRd3k
일간,2026-06-14,shorts,한국,전체,댓글 순위,93,NEW,"손흥민,.그가 캡틴인 이유🔥",950,2026.06.13,,AmazingBrother,"57,200",https://img.youtube.com/vi/YqCRY1zZYXs/mqdefault.jpg,YqCRY1zZYXs
일간,2026-06-14,shorts,한국,전체,댓글 순위,94,+100,배터리를 못 맞추면 로벅스?,944,2026.06.13,"#로블록스,#로블",주윈,"109,000",https://img.youtube.com/vi/13Je5lxNIOU/mqdefault.jpg,13Je5lxNIOU
일간,2026-06-14,shorts,한국,전체,댓글 순위,95,NEW,거리에서 태극기가 사라졌다,943,2026.06.14,,멸치볶음,"28,900",https://img.youtube.com/vi/QCvO7oJJsTg/mqdefault.jpg,QCvO7oJJsTg
일간,2026-06-14,shorts,한국,전체,댓글 순위,96,NEW,최욱 결국 못버티고 매불쇼 중단선언,936,2026.06.13,"#최욱,#매불쇼",팩트비하인드,"32,500",https://img.youtube.com/vi/pP6i0h_fy44/mqdefault.jpg,pP6i0h_fy44
일간,2026-06-14,shorts,한국,전체,댓글 순위,97,+65,일본의 견제도 아랑곳하지 않는 우리나라 기술 국산화 레전드,900,2026.06.11,,밀리터리K,"31,400",https://img.youtube.com/vi/1mATGy5mORQ/mqdefault.jpg,1mATGy5mORQ
일간,2026-06-14,shorts,한국,전체,댓글 순위,98,+41,이름에 ‘ㅇ’이 들어가면 치킨 공짜?🍗,900,2026.05.27,"#맛집,#팔로우이벤트",맛또리,"57,500",https://img.youtube.com/vi/dMYe2X_TwMk/mqdefault.jpg,dMYe2X_TwMk
일간,2026-06-14,shorts,한국,전체,댓글 순위,99,+1,make a song,897,2026.06.14,"#fyp,#youtubeshorts",na༄˖°.,"49,000",https://img.youtube.com/vi/UJhst8keV5k/mqdefault.jpg,UJhst8keV5k
일간,2026-06-14,shorts,한국,전체,댓글 순위,100,NEW,문형배 부정선거 없다 가능성 없다,890,2026.06.14,,비트코인엑손,"50,700",https://img.youtube.com/vi/Q4KsmEQgrbg/mqdefault.jpg,Q4KsmEQgrbg
